id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
197,23,Male,25444,Married,4,High School,,10.71938514,Rural,Comprehensive,1,5,537,3,21:39.1,Poor,Yes,Monthly,Condo,1375
198,46,Female,36316,Divorced,3,Bachelor's,,13.82939952,Urban,Basic,0,17,648,5,21:39.2,Average,Yes,Rarely,Apartment,524
199,51,Female,97966,Single,0,Master's,Self-Employed,9.052357149,Rural,Premium,2,14,578,3,21:39.1,Good,No,Rarely,Apartment,2343
200,51,Male,11555,Married,1,PhD,Unemployed,,Urban,Comprehensive,0,18,703,9,21:39.3,Average,No,Rarely,Condo,712
201,45,Female,27892,Single,1,High School,,41.59095044,Urban,Premium,0,2,707,9,21:39.1,Average,No,Monthly,Condo,1404
202,19,Male,2924,Divorced,0,High School,Self-Employed,17.65346623,Suburban,Basic,3,18,835,9,21:39.2,,No,Daily,Condo,1054
203,37,Female,12961,Divorced,1,Master's,,22.69002307,Rural,Premium,2,19,581,8,21:39.3,Poor,Yes,Monthly,House,1444
204,30,Male,85757,Married,3,Master's,Self-Employed,21.08284337,Urban,Premium,,5,541,9,21:39.2,,No,Weekly,Apartment,85
205,49,Male,5866,Single,0,High School,Self-Employed,31.45132534,Urban,Premium,0,5,845,3,21:39.2,Poor,No,Daily,Condo,1002
206,59,Male,25881,Divorced,,High School,Employed,27.38248631,Suburban,Comprehensive,1,12,597,6,21:39.1,Average,No,Weekly,House,1347
207,51,Female,11863,Married,0,High School,,32.29459179,Suburban,Premium,,6,441,3,21:39.2,Good,Yes,Rarely,Apartment,1158
208,29,Male,6079,Married,2,Master's,Unemployed,32.75160949,Suburban,Premium,0,8,718,2,21:39.1,Average,Yes,Weekly,House,823
209,25,Male,46184,Single,0,Bachelor's,Self-Employed,38.35496299,Suburban,Basic,1,4,630,9,21:39.2,Average,Yes,Weekly,House,1333
210,37,Male,37393,Divorced,3,High School,,26.06420164,Rural,Comprehensive,1,5,,4,21:39.2,Average,Yes,Rarely,Apartment,890
211,26,Male,20014,Divorced,4,PhD,Unemployed,10.93914939,Suburban,Premium,,8,577,6,21:39.1,,Yes,Daily,Apartment,1494
212,29,Male,72692,Divorced,0,High School,Employed,,Rural,Comprehensive,3,19,586,1,21:39.1,Good,No,Daily,House,20
213,45,Male,73334,Single,0,Master's,Self-Employed,17.88983502,Urban,Basic,,18,418,5,21:39.1,Good,Yes,Monthly,House,778
214,52,Male,5521,Married,3,Bachelor's,Self-Employed,17.358823,Rural,Premium,1,15,780,5,21:39.2,Poor,No,Rarely,Apartment,788
215,32,Female,74764,Single,2,Master's,Employed,14.71153011,Urban,Premium,1,15,,4,21:39.3,Average,No,Daily,House,138
216,58,Female,24116,Divorced,3,PhD,Self-Employed,21.81299558,Urban,Premium,,10,531,1,21:39.2,Poor,Yes,Rarely,House,1154
217,38,Male,103340,Single,3,High School,,,Urban,Basic,0,7,,1,21:39.1,Poor,Yes,Daily,Condo,100
218,46,Male,58697,Married,4,High School,Self-Employed,21.859005,Rural,Basic,1,17,401,1,21:39.2,Good,Yes,Daily,Condo,870
219,32,Female,43969,Divorced,1,Bachelor's,,10.93870527,Rural,Premium,,18,486,1,21:39.1,Good,Yes,Weekly,Condo,439
220,18,Male,63823,Divorced,2,High School,Unemployed,51.79321397,Rural,Comprehensive,1,11,757,7,21:39.2,,Yes,Rarely,Condo,479
221,24,Female,25011,Single,4,Bachelor's,,35.32370126,Suburban,Comprehensive,,7,646,8,21:39.1,Good,Yes,Daily,Apartment,1022
222,51,Female,3561,Divorced,3,Bachelor's,Employed,,Rural,Premium,,0,752,5,21:39.3,,No,Daily,Apartment,2792
223,50,Male,27983,Married,2,Master's,Employed,15.05172522,Suburban,Comprehensive,1,11,,7,21:39.2,Good,Yes,Daily,Condo,735
224,35,Female,43433,Married,2,PhD,Employed,32.5977355,Rural,Premium,3,3,651,1,21:39.1,Average,No,Daily,Apartment,894
225,33,Female,143816,Single,3,Master's,,3.451750825,Urban,Basic,,11,665,8,21:39.1,Good,No,Daily,Condo,155
226,50,Male,28344,Married,,High School,Employed,35.96667118,Urban,Premium,1,14,506,3,21:39.2,Good,Yes,Rarely,Apartment,48
227,59,Male,51574,Divorced,4,Master's,Employed,48.72366256,Urban,Comprehensive,1,6,336,1,21:39.1,Poor,Yes,Monthly,House,1078
228,31,Male,45267,Married,3,Master's,Self-Employed,46.53433618,Rural,Premium,1,6,696,4,21:39.1,Good,Yes,Rarely,Apartment,472
229,41,Male,77687,Married,4,PhD,Employed,34.99471971,Urban,Comprehensive,1,9,430,2,21:39.1,Good,No,Monthly,Apartment,88
230,21,Female,81783,Married,4,High School,Employed,35.81618593,Suburban,Comprehensive,,8,597,8,21:39.3,,No,Weekly,Apartment,22
231,44,Female,37501,Single,1,Bachelor's,Self-Employed,29.26378424,Rural,Comprehensive,,18,446,8,21:39.2,Good,Yes,Monthly,Apartment,29
232,29,Female,110813,Divorced,0,Master's,Unemployed,37.71644303,Suburban,Premium,,17,424,7,21:39.1,Good,Yes,Daily,House,442
233,47,Male,38699,Single,2,PhD,Unemployed,29.43049943,Suburban,Premium,1,9,459,5,21:39.2,Average,Yes,Rarely,House,1270
234,59,Male,18095,,1,PhD,,23.92301003,Rural,Basic,1,17,786,9,21:39.2,Good,Yes,Rarely,Apartment,1507
235,57,Female,29094,Divorced,3,Master's,Self-Employed,,Rural,Comprehensive,1,12,695,2,21:39.2,Poor,Yes,Weekly,Condo,531
236,63,Male,57983,Married,1,High School,Employed,38.35981181,Urban,Comprehensive,1,5,447,6,21:39.2,Average,No,Weekly,House,723
237,21,Male,1060,Married,0,Master's,,17.9121804,Rural,Comprehensive,,6,339,3,21:39.2,Poor,No,Daily,House,1004
238,33,Male,57627,Divorced,0,Bachelor's,Employed,6.09016271,Urban,Premium,1,9,,7,21:39.2,Poor,No,Daily,House,4049
239,28,Female,121675,Divorced,1,High School,,46.97436018,Urban,Basic,2,19,516,3,21:39.1,Poor,No,Daily,Condo,344
240,18,Male,142347,Divorced,3,High School,Employed,51.71146001,Urban,Premium,0,19,566,2,21:39.2,Good,Yes,Daily,Apartment,1144
241,28,Female,18280,Divorced,4,Master's,,22.68487978,Urban,Comprehensive,,2,,2,21:39.1,,No,Weekly,Condo,1197
242,59,Male,29231,Divorced,1,PhD,Employed,16.72001484,Suburban,Premium,1,11,,2,21:39.3,Average,No,Weekly,Condo,1793
243,55,Female,28886,Married,1,PhD,,14.82706259,Rural,Comprehensive,,3,562,1,21:39.3,Good,No,Rarely,Condo,919
244,55,Male,30663,Single,4,Bachelor's,Self-Employed,,Urban,Premium,2,0,590,5,21:39.1,Good,Yes,Daily,Apartment,2196
245,27,Female,,Married,2,PhD,Unemployed,8.879454323,Suburban,Premium,3,12,420,3,21:39.2,Average,No,Rarely,Condo,653
246,50,Male,14894,Married,0,PhD,,7.539391909,Rural,Basic,0,6,,1,21:39.3,Average,Yes,Daily,House,1616
247,28,Female,84573,Married,1,Master's,Employed,8.720194922,Urban,Basic,0,0,456,7,21:39.1,Average,No,Monthly,House,178
248,53,Male,17287,Married,2,Master's,Self-Employed,18.38123095,Rural,Comprehensive,1,0,334,7,21:39.2,Average,Yes,Monthly,House,1604
249,55,Male,2820,Married,0,PhD,,31.24982549,Urban,Basic,3,6,766,5,21:39.3,Poor,No,Monthly,Apartment,724
250,41,Male,12791,Married,0,PhD,Employed,16.82416609,Urban,Basic,,2,590,5,21:39.2,Poor,Yes,Weekly,Condo,1373
251,24,Female,69070,Divorced,1,Master's,Employed,44.9348526,Rural,Comprehensive,1,2,645,2,21:39.2,Poor,Yes,Daily,Apartment,199
252,24,Male,11319,Single,,Bachelor's,,39.71535022,Rural,Comprehensive,,12,520,8,21:39.2,,No,Rarely,House,175
253,33,Female,79076,Divorced,,High School,Self-Employed,27.67984658,Rural,Basic,3,12,453,1,21:39.2,Good,No,Rarely,House,2512
254,36,Male,12984,Married,3,Bachelor's,,32.98842444,Suburban,Premium,1,14,647,3,21:39.3,Average,No,Rarely,House,717
255,37,Female,61690,Single,4,Master's,Unemployed,28.68705857,Urban,Premium,2,5,449,2,21:39.1,Good,No,Monthly,House,805
256,36,Female,9612,Married,0,High School,Employed,21.64172676,Urban,Basic,,0,588,4,21:39.1,Good,Yes,Monthly,House,577
257,35,Female,35682,Divorced,4,PhD,Employed,30.24159642,Rural,Premium,0,10,585,9,21:39.1,Average,Yes,Weekly,Condo,859
258,33,Female,56812,Divorced,2,PhD,,41.88779092,Suburban,Comprehensive,0,0,489,2,21:39.2,Good,Yes,Monthly,House,2044
259,64,Female,45645,Married,4,Master's,Self-Employed,,Suburban,Premium,,1,532,4,21:39.2,Poor,Yes,Daily,Apartment,996
260,38,Female,29759,Married,2,PhD,Employed,27.93933691,Urban,Basic,,17,772,7,21:39.1,Poor,No,Monthly,Condo,663
261,21,Male,11415,Single,4,Bachelor's,Employed,44.81915432,Suburban,Basic,,9,380,2,21:39.1,Good,No,Monthly,Apartment,1052
262,45,Female,18307,Married,,Bachelor's,,18.73813387,Urban,Comprehensive,0,17,757,4,21:39.3,Average,Yes,Monthly,Apartment,782
263,47,Male,17961,Married,1,PhD,Self-Employed,,Urban,Basic,,6,716,7,21:39.2,Average,No,Daily,Condo,1325
264,37,Male,9989,Married,0,Master's,Self-Employed,49.89770795,Urban,Comprehensive,0,15,490,8,21:39.1,Good,Yes,Daily,House,350
265,51,Female,9224,Divorced,4,PhD,Employed,37.6768569,Suburban,Comprehensive,0,8,,4,21:39.1,Average,Yes,Daily,Condo,27
266,49,Male,18058,Divorced,2,PhD,Unemployed,19.89797069,Suburban,Premium,1,17,573,1,21:39.1,Average,No,Rarely,Condo,1326
267,53,Female,10100,Married,0,Bachelor's,Self-Employed,9.251587955,Urban,Premium,1,18,712,1,21:39.2,Good,Yes,Monthly,House,2437
268,56,Female,39726,Married,2,High School,Employed,13.31754949,Urban,Comprehensive,0,17,442,2,21:39.2,Average,No,Daily,Condo,1117
269,47,Female,49091,Single,2,Bachelor's,,46.95898698,Rural,Premium,,8,437,3,21:39.2,,No,Rarely,Condo,2701
270,53,Female,15735,Divorced,3,High School,Employed,21.95555418,Suburban,Premium,0,15,836,8,21:39.2,Average,Yes,Monthly,Apartment,3021
271,38,Male,37893,Single,,Bachelor's,,18.58441183,Suburban,Premium,2,6,456,8,21:39.1,Good,No,Weekly,Condo,1642
272,40,Female,60103,Married,4,High School,,25.89838823,Urban,Premium,0,19,342,4,21:39.3,Poor,Yes,Rarely,House,50
273,52,Female,36190,Married,4,Bachelor's,Self-Employed,8.241701558,Urban,Basic,,17,792,8,21:39.3,Poor,No,Monthly,House,467
274,44,Female,73022,Married,3,High School,Employed,22.16746728,Rural,Premium,,2,583,9,21:39.2,Average,No,Daily,House,382
275,53,Female,11580,Single,,PhD,Self-Employed,12.95422672,Rural,Comprehensive,,9,487,9,21:39.2,Good,No,Rarely,Condo,2360
276,37,Male,2384,Divorced,0,Bachelor's,Employed,25.35134153,Urban,Comprehensive,0,2,587,3,21:39.3,Average,Yes,Weekly,Condo,56
277,57,Male,72788,Divorced,3,High School,Employed,44.45709272,Suburban,Basic,1,17,539,8,21:39.3,Average,No,Weekly,Condo,54
278,29,Female,,Single,4,Master's,Self-Employed,47.83929791,Suburban,Comprehensive,,18,416,3,21:39.3,Good,Yes,Weekly,House,1162
279,54,Male,71,Divorced,2,Master's,Self-Employed,18.61363377,Urban,Premium,2,4,793,3,21:39.2,Poor,No,Monthly,Condo,1593
280,55,Female,6097,Married,0,Master's,Employed,18.98983004,Urban,Comprehensive,,3,691,4,21:39.2,Good,Yes,Daily,Condo,1073
281,45,Female,17109,Single,4,Bachelor's,,44.76685329,Suburban,Basic,1,19,757,4,21:39.2,Average,No,Rarely,House,1641
282,33,Female,27804,Single,,Bachelor's,Self-Employed,50.57483373,Rural,Premium,1,14,759,2,21:39.2,Average,No,Weekly,Condo,553
283,44,Male,44728,Divorced,4,High School,Employed,41.24771457,Urban,Comprehensive,1,18,682,5,21:39.1,Good,No,Weekly,Condo,1137
284,23,Female,619,Divorced,4,PhD,Employed,51.16592758,Urban,Premium,0,12,,9,21:39.2,Average,Yes,Weekly,Condo,894
285,63,Female,28963,Divorced,3,High School,,7.859185253,Urban,Basic,1,2,583,8,21:39.1,Poor,Yes,Rarely,Apartment,1479
286,58,Female,25239,Single,,High School,Self-Employed,45.88004555,Rural,Premium,0,10,494,3,21:39.3,Poor,No,Monthly,House,1694
287,23,Male,43030,Single,3,Master's,Employed,28.81658869,Rural,Premium,,17,695,7,21:39.1,,No,Rarely,Condo,2184
288,33,Female,62647,Single,2,Master's,Self-Employed,15.38852032,Suburban,Comprehensive,2,15,759,6,21:39.1,Poor,No,Monthly,Condo,2735
289,62,Female,10116,Married,3,PhD,Employed,47.91416695,Suburban,Comprehensive,,5,716,9,21:39.2,Good,Yes,Rarely,Condo,1484
290,22,Male,3231,Single,,PhD,Unemployed,29.38156472,Suburban,Comprehensive,0,12,464,2,21:39.2,Average,Yes,Monthly,Condo,803
291,49,Male,,Married,3,Bachelor's,Self-Employed,13.72313225,Suburban,Basic,2,1,762,5,21:39.1,Poor,Yes,Rarely,Apartment,385
292,23,Female,35239,Single,2,Master's,,26.29107714,Suburban,Basic,0,5,434,4,21:39.1,Poor,No,Rarely,House,526
293,28,Female,1298,Divorced,2,High School,Unemployed,35.61947451,Suburban,Premium,2,18,,1,21:39.1,Average,No,Monthly,Apartment,1628
294,26,Female,3850,,2,Bachelor's,Employed,18.41706037,Rural,Basic,0,12,823,1,21:39.2,Poor,No,Daily,Apartment,372
295,53,Male,16408,Single,1,Master's,Self-Employed,41.7105393,Rural,Basic,0,3,595,5,21:39.2,Poor,Yes,Weekly,Apartment,1713
296,54,Female,14112,Married,2,Master's,Self-Employed,10.95887814,Urban,Premium,,13,381,4,21:39.2,Poor,Yes,Rarely,Apartment,2537
297,19,Female,39112,Divorced,3,Master's,Employed,33.68284144,Urban,Premium,2,11,653,5,21:39.1,Poor,No,Monthly,Condo,1465
298,32,Male,11587,Married,3,Bachelor's,Employed,39.56717333,Suburban,Premium,1,9,391,1,21:39.1,Good,Yes,Daily,House,2370
299,36,Female,1054,Single,1,PhD,Employed,37.62762219,Rural,Basic,0,1,472,6,21:39.3,Average,Yes,Monthly,Apartment,724
300,18,Male,607,Married,0,Master's,Unemployed,16.93370216,Suburban,Basic,1,18,589,1,21:39.2,Poor,No,Monthly,House,1830
301,32,Female,36231,Single,2,Bachelor's,,10.87380916,Suburban,Premium,,4,538,1,21:39.2,Good,Yes,Monthly,House,3670
302,23,Male,82970,Single,4,Bachelor's,Employed,9.943472309,Rural,Basic,1,0,439,2,21:39.2,Good,No,Rarely,House,2111
303,50,Male,2254,Married,0,High School,Self-Employed,22.82499791,Suburban,Premium,,4,321,7,21:39.1,Poor,Yes,Daily,Condo,191
304,32,Female,48913,,0,Master's,Self-Employed,17.74616119,Urban,Premium,,15,560,3,21:39.3,Average,No,Rarely,House,2086
305,41,Female,38156,Single,2,Bachelor's,Employed,42.91890019,Suburban,Basic,2,1,774,5,21:39.3,Average,Yes,Daily,Apartment,997
306,50,Male,17292,Single,3,PhD,Employed,32.74439767,Suburban,Basic,1,13,659,8,21:39.1,Good,Yes,Weekly,Apartment,2695
307,46,Male,25735,Married,0,Master's,,12.89227885,Urban,Comprehensive,1,12,843,7,21:39.1,Poor,Yes,Monthly,Condo,1356
308,42,Female,5576,Married,2,Bachelor's,Unemployed,13.98521343,Urban,Premium,1,2,801,6,21:39.2,Poor,Yes,Rarely,Condo,96
309,,Male,145528,Married,0,Master's,,29.52842637,Urban,Basic,,0,810,9,21:39.2,Good,No,Weekly,Apartment,200
310,,Male,7077,Divorced,1,Bachelor's,Self-Employed,21.41473722,Suburban,Premium,,15,616,7,21:39.1,Average,Yes,Weekly,Condo,1071
311,32,Male,68942,Married,4,High School,Self-Employed,24.17054979,Urban,Basic,1,7,,6,21:39.2,Average,Yes,Rarely,Apartment,390
312,41,Male,548,Married,0,Bachelor's,,50.09965777,Urban,Premium,0,10,425,4,21:39.2,Average,No,Daily,Condo,794
313,26,Male,17897,Married,2,High School,Employed,20.55334527,Rural,Comprehensive,0,4,734,2,21:39.1,Average,Yes,Daily,House,26
314,55,Female,119820,Single,3,Master's,Self-Employed,24.98878671,Rural,Comprehensive,,16,731,8,21:39.1,Poor,No,Monthly,Apartment,184
315,28,Male,8062,Single,1,Bachelor's,,29.63382387,Urban,Premium,0,0,638,9,21:39.1,Good,Yes,Rarely,House,2147
316,32,Female,20370,Single,0,Master's,Unemployed,20.64405212,Urban,Comprehensive,0,3,696,8,21:39.2,Poor,No,Rarely,Condo,473
317,58,Male,58602,Single,3,Bachelor's,,33.82737959,Urban,Basic,,3,431,1,21:39.1,Average,No,Rarely,House,358
318,47,Male,83693,Single,1,Bachelor's,Self-Employed,30.38294065,Rural,Premium,1,13,380,8,21:39.2,Good,No,Weekly,Apartment,612
319,61,Female,5071,Single,3,Bachelor's,Unemployed,31.82216778,Rural,Premium,1,3,,5,21:39.2,Average,Yes,Rarely,Apartment,809
320,31,Male,31671,Married,1,PhD,Unemployed,26.86878614,Suburban,Premium,0,16,765,8,21:39.1,Good,Yes,Weekly,Condo,411
321,49,Male,117342,Single,3,Bachelor's,,7.890772096,Urban,Premium,0,5,,9,21:39.3,Poor,Yes,Rarely,House,206
322,19,Male,99327,Divorced,0,Bachelor's,Employed,8.524322826,Rural,Comprehensive,0,18,407,1,21:39.1,Good,Yes,Monthly,House,549
323,33,Male,71400,Single,,High School,Self-Employed,22.30350733,Suburban,Premium,0,13,440,8,21:39.2,Poor,Yes,Weekly,Apartment,614
324,43,Female,84725,Married,,PhD,,39.83913895,Suburban,Basic,0,11,765,4,21:39.2,Poor,Yes,Weekly,Apartment,150
325,30,Female,43841,Single,4,Bachelor's,Employed,47.0895503,Urban,Premium,1,13,656,6,21:39.1,Poor,No,Rarely,Apartment,1234
326,58,Male,1520,Married,4,Bachelor's,,17.54729149,Urban,Premium,2,8,815,7,21:39.1,Average,Yes,Daily,House,1976
327,19,Male,95929,Single,1,Master's,Self-Employed,22.68484632,Suburban,Comprehensive,,19,434,5,21:39.2,Average,No,Weekly,Apartment,1141
328,32,Male,66410,Married,1,Bachelor's,Self-Employed,47.31571241,Suburban,Premium,0,4,415,1,21:39.1,Poor,No,Weekly,Apartment,1158
329,21,Female,33606,Married,0,Master's,,18.68654759,Rural,Comprehensive,1,13,,6,21:39.1,Good,Yes,Daily,Condo,1004
330,24,Female,3988,Married,4,PhD,Self-Employed,4.270540783,Rural,Comprehensive,0,11,,9,21:39.2,Average,Yes,Monthly,Condo,3631
331,61,Male,39661,Single,1,Master's,Unemployed,15.66381974,Urban,Premium,0,18,696,4,21:39.2,Poor,No,Monthly,Condo,832
332,,Male,3065,Divorced,1,High School,Unemployed,38.53653546,Urban,Comprehensive,2,1,758,6,21:39.1,Average,Yes,Daily,Apartment,1597
333,53,Male,35794,Single,4,Master's,Unemployed,13.82930254,Urban,Basic,,9,527,8,21:39.3,Average,No,Daily,Apartment,1386
334,53,Female,1577,Single,3,Bachelor's,Employed,,Urban,Premium,1,3,538,1,21:39.1,Good,No,Weekly,House,578
335,57,Female,29703,Single,2,High School,Employed,6.698440253,Rural,Basic,,7,342,7,21:39.2,Good,Yes,Rarely,Condo,577
336,36,Male,10042,Married,2,PhD,Unemployed,18.17930133,Suburban,Premium,2,19,613,9,21:39.1,Good,No,Weekly,Condo,923
337,28,Male,1266,Divorced,4,Bachelor's,Unemployed,18.84923728,Urban,Basic,1,10,310,9,21:39.1,Poor,No,Weekly,Condo,479
338,53,Female,101398,Single,0,High School,,20.83560277,Suburban,Comprehensive,,17,402,7,21:39.1,Good,Yes,Monthly,Apartment,1019
339,62,Female,33122,Divorced,0,Bachelor's,,19.79367656,Rural,Basic,0,11,431,1,21:39.2,Good,No,Rarely,Condo,110
340,49,Female,1233,Divorced,0,High School,Employed,41.93622572,Rural,Premium,,4,762,6,21:39.2,Poor,No,Weekly,Condo,2460
341,55,Male,18550,Single,4,PhD,Self-Employed,18.59991207,Suburban,Premium,1,0,783,1,21:39.2,Average,Yes,Rarely,Condo,486
342,26,Female,6093,Single,0,Master's,Self-Employed,15.36452625,Urban,Comprehensive,,0,647,7,21:39.2,Poor,No,Daily,Condo,1119
343,21,Female,36705,Divorced,,Bachelor's,,43.94871636,Suburban,Comprehensive,0,9,751,3,21:39.2,Poor,No,Rarely,Condo,648
344,63,Female,14107,Single,3,Bachelor's,Employed,43.88494984,Rural,Premium,,6,658,6,21:39.3,Good,No,Monthly,Condo,1708
345,22,Male,32235,Single,,High School,,7.823368562,Suburban,Basic,2,0,465,2,21:39.3,Average,Yes,Monthly,Condo,620
346,37,Male,733,Married,2,Master's,,,Rural,Comprehensive,,11,807,4,21:39.3,Good,Yes,Daily,Apartment,731
347,33,Female,9097,Divorced,4,High School,Unemployed,47.14041886,Urban,Premium,0,15,647,1,21:39.2,Average,No,Weekly,Condo,2082
348,52,Male,17391,Divorced,,PhD,Self-Employed,13.73828306,Suburban,Basic,2,4,335,9,21:39.1,Poor,Yes,Daily,Condo,1688
349,20,Female,15384,Divorced,,High School,Self-Employed,17.99139895,Urban,Comprehensive,0,6,559,1,21:39.1,Poor,No,Weekly,Condo,366
350,52,Male,6856,Divorced,1,High School,Employed,28.73746319,Rural,Basic,0,16,,9,21:39.1,Average,No,Monthly,Condo,1393
351,43,Male,22244,Divorced,2,PhD,Self-Employed,29.02732946,Urban,Basic,2,0,836,3,21:39.1,Average,No,Rarely,Apartment,597
352,52,Male,23013,Divorced,0,Master's,Unemployed,23.51277545,Suburban,Comprehensive,1,13,382,2,21:39.1,,Yes,Rarely,Apartment,456
353,58,Male,28897,Married,4,Master's,Employed,51.26282849,Rural,Comprehensive,2,10,757,1,21:39.2,Good,No,Daily,Condo,553
354,50,Female,56439,Married,4,Bachelor's,,25.49091471,Rural,Premium,0,14,522,7,21:39.3,Average,No,Daily,House,368
355,51,Male,18106,Married,1,PhD,Self-Employed,19.8659967,Suburban,Premium,,7,536,1,21:39.2,Good,Yes,Rarely,House,522
356,50,Female,43750,Single,3,High School,Employed,23.94568116,Urban,Premium,1,5,603,9,21:39.2,Average,No,Monthly,Apartment,960
357,55,Male,5875,Married,2,High School,,31.16151694,Rural,Premium,,3,554,3,21:39.2,Good,No,Daily,Condo,287
358,44,Female,29145,Single,4,Bachelor's,Unemployed,9.828406337,Rural,Comprehensive,1,18,657,7,21:39.1,Good,Yes,Rarely,Condo,1672
359,52,Male,71872,Married,4,Master's,Employed,17.71175028,Urban,Premium,1,19,742,9,21:39.2,Poor,No,Daily,Condo,35
360,40,Male,64440,Single,4,Master's,,52.75354351,Rural,Comprehensive,0,4,716,2,21:39.2,Good,Yes,Rarely,Condo,2169
361,61,Female,60855,Single,2,PhD,Unemployed,32.63396994,Rural,Premium,0,9,430,6,21:39.2,Good,Yes,Daily,Apartment,399
362,43,Male,39697,Single,4,PhD,Unemployed,20.88596758,Rural,Basic,1,7,846,2,21:39.2,Poor,No,Monthly,Condo,2110
363,55,Female,11996,Single,,Bachelor's,Unemployed,22.90788352,Urban,Premium,0,18,577,9,21:39.3,Good,Yes,Weekly,Apartment,459
364,39,Male,5545,Single,2,Bachelor's,,17.01236524,Rural,Basic,1,8,739,4,21:39.1,Poor,No,Monthly,Apartment,1032
365,36,Male,39425,Married,1,Bachelor's,Self-Employed,31.05593717,Urban,Comprehensive,,12,689,7,21:39.1,Good,Yes,Rarely,Apartment,643
366,21,Female,1338,Single,0,PhD,Unemployed,10.62228029,Rural,Premium,0,11,543,3,21:39.3,,No,Monthly,Condo,712
367,62,Female,1318,Married,3,PhD,,19.05442765,Suburban,Premium,2,9,,6,21:39.1,Poor,No,Monthly,Condo,1364
368,58,Male,38969,Divorced,4,Master's,Self-Employed,20.09152641,Rural,Premium,2,16,468,9,21:39.1,Poor,Yes,Rarely,Apartment,1104
369,62,Female,46429,Divorced,,Bachelor's,Employed,34.40350877,Suburban,Premium,2,14,513,5,21:39.2,Average,No,Rarely,Apartment,2023
370,28,Male,52278,Single,4,Master's,Employed,34.40364575,Urban,Comprehensive,1,10,328,5,21:39.2,,Yes,Weekly,Condo,626
371,20,Female,25662,Married,3,High School,Self-Employed,13.75409879,Suburban,Basic,0,6,578,7,21:39.1,Average,Yes,Daily,Condo,906
372,27,Male,25891,Single,1,PhD,Unemployed,37.95826041,Rural,Premium,3,3,723,4,21:39.2,Good,No,Monthly,Apartment,3125
373,27,Male,16886,Married,2,PhD,,47.06795282,Suburban,Premium,0,9,799,1,21:39.2,Poor,No,Daily,Condo,901
374,34,Male,18705,Divorced,2,Bachelor's,Self-Employed,16.14225314,Rural,Premium,,8,626,2,21:39.1,Good,No,Weekly,Condo,1324
